reference,hypothesis,wer,wacc,plausibility,norm_plausibility,hallucination_like,hallucination_wacc_threshold,hallucination_plausibility_threshold,2gram_reps,3gram_reps,4gram_reps,config,config_family,noise_pct,perturbation,perturb_family,perturb_amplitude,perturb_duration,perturb_label
for better physical understanding let s first recap where the pivot point is,for better physical understanding let s first recap where the pivot point is,0.0,1.0,0.0011,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
his unit guarded the smolny institute in october,his unit guarded the smallney institute in october,0.125,0.875,0.0002,0.2828,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the empty flask stood on the tin tray,the empty flask stood on the tin tray,0.0,1.0,0.001,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the author is a blogger and social media phenomenon,the author is a blogger and social media phenomenon,0.0,1.0,0.0132,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
real schools secondary schools giving a general practical education,will schools secondary schools giving a general medical education,0.2222,0.7778,0.0012,0.8799,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
its site is now occupied by hounslow bus garage,its site is now occupied by hounslow bus garage,0.0,1.0,0.0027,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
granbury was soon promoted to brigadier general in command of the brigade,grumbery was soon promoted to brigadier general in command of the brigade,0.0833,0.9167,0.0214,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
investors in poland enable startups to network with other companies in their portfolios,investors in poland enable startups to network with other companies in their portfolios,0.0,1.0,0.0041,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the quadrangle was never completed at the time the college was originally constructed,the quadrangle was never completed at the time the college was originally constructed,0.0,1.0,0.0127,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it is one of the oldest and most respected drag bars in the world,it is one of the oldest and most respected drag bars in the world,0.0,1.0,0.0489,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
fall seven times stand up eight,4th severn kine stand up paint,0.6667,0.3333,0.0002,0.4745,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
in surprise finish the final score was seven to five,in surprise finish the final score was seventy five,0.2,0.8,0.0008,0.3479,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
i wouldn t take that too seriously,i wouldn t take that too seriously,0.0,1.0,0.0026,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it is also used to emulate sounds generated by obsolete electronic equipment,it is also used to emulate sound generated by obsolete electronic equipment,0.0833,0.9167,0.0068,0.9691,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
cardinal truchess even suggested the hosius was a candidate for the papacy,cardinal truchus even suggested that hosius was a candidate for the papacy,0.1667,0.8333,0.0041,1.0,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
what are you going to do sir,what are you going to do sir,0.0,1.0,0.0342,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
i always end up soft throwing,i always end up soft throwing,0.0,1.0,0.0007,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
lemon said that none of the teams were profitable,lemmon said that none of the teams were profitable,0.1111,0.8889,0.0088,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
so i would be the next to go,so i worked with the next two go,0.375,0.625,0.0037,0.2133,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
if not true it is very ingenious,if not true it is very ingenious,0.0,1.0,0.0024,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
where have you been this afternoon,where have you been this afternoon,0.0,1.0,0.0085,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
president nicolas maduro condemned the protest actions,president nicolas maduro condemned the protest actions,0.0,1.0,0.001,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
right of the interstate distributing general electric light bulbs,fright of the interstate distributing general electric light bulbs,0.1111,0.8889,0.0005,0.5321,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
secondary characters come to the fore loyalties are strained,secondary characters come to the fore royalties are strained,0.1111,0.8889,0.0007,0.2289,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
but not for long,but not for long,0.0,1.0,0.0209,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it must have fallen while i was sitting over there,it was a problem while i was sitting over there,0.3,0.7,0.0115,1.0,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
infragard focuses on the development management and protection of critical infrastructure,infraguard focuses on the development management and protection of critical infrastructure,0.0909,0.9091,0.0055,0.8533,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
administratively they belong to psara,administratively they belong to sara,0.2,0.8,0.0033,1.0,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
saint gobain s financial performance was adversely affected by the economic and petrol crisis,saint gobain s financial performance was adversely affected by the economic and petrol crisis,0.0,1.0,0.0008,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
luke served as matt s best man at his wedding,luke served as matt s best man at his wedding,0.0,1.0,0.0017,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
select between line x and line y,select between line x and line y,0.0,1.0,0.0148,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
investors are also advised to turn to unbiased sources when researching investments,investors are also advised to turn to unbiased sources when researching investments,0.0,1.0,0.0121,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the two platforms are now linked by a footbridge,the two platforms are now linked by a footbridge,0.0,1.0,0.016,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it can use the sam command language,it can use the sam command language,0.0,1.0,0.0008,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
experts of geology agree yesterday s tsunami was just a herald of the imminent apocalypse,experts of geology agree yesada tsunami was just a herd of the imminent apocalypse,0.2,0.8,0.001,0.4737,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
don t spank your kids,don t spank your kids,0.0,1.0,0.0009,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
a man stands with on foot elevated onto a step in front of a small fire,a man stands with on foot elevated onto a step in front of a small fire,0.0,1.0,0.0071,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the form of the building represents an upturned viking boat and a fish shape,the form of the building represents an upturned viking boat and a fish shape,0.0,1.0,0.004,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
furthermore the equations of motion impose that the romans mass is constant,furthermore the equations of motion impose that the roman s mass is constant,0.1667,0.8333,0.0019,1.0,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it builds up a lot of people do things together that they know,it builds up a lot of people do things together that they know,0.0,1.0,0.0164,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
he played for the delhi daredevils in the previous seasons,he played for the delhi darewells in the previous seasons,0.1,0.9,0.0032,0.5687,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
i don t want anything for myself,i don t want anything for myself,0.0,1.0,0.0054,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
beachley narrates the seven network factual series beach cops,beechley narrates the seven network factual series beach cups,0.2222,0.7778,0.0001,0.5374,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
most patients exhibit abnormal sleep patterns characterized by insomnia and daytime drowsiness,most patients exhibit abnormal sleep patterns characterized by insomnia and daytime drowsiness,0.0,1.0,0.0163,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
they looked for the fallen mass but found nothing,they looked for the fallen mass but found nothing,0.0,1.0,0.0078,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
westman accepted and rosenberger was voted out,westman accepted and rosenberger was voted out,0.0,1.0,0.0008,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
we couldn t believe a ball was going that far,we could not believe abar was going that far,0.4,0.6,0.0032,1.0,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
tea served from the brown jug is tasty,tea served from the brown jug is tasty,0.0,1.0,0.0009,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
ibrahim caramel brought his yellow eye rakishly into play,ebrahim karamel browed his yellow eye practically into plane,0.5556,0.4444,0.0004,0.5901,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it seems old and wise,it seems old and wise,0.0,1.0,0.001,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
included in anacostia park is kenilworth park and aquatic gardens and kenilworth marsh,included in anacostia park is kenilworth park and aquatic garden and kenilworth marsh,0.0769,0.9231,0.0045,0.9843,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
can you imagine something more beautiful than a plastic bag swooping and floating in a breeze,can you imagine something more beautiful than a plastic bag swooping and floating in a breeze,0.0,1.0,0.012,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
no,no,0.0,1.0,0.0,0.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
tomorrow sell your camel and buy a horse,tomorrow sell your camel and buy a horse,0.0,1.0,0.0025,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the listing included two contributing structures and four contributing sites,the listing included two contributing structures and four contributing sites,0.0,1.0,0.0011,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the other player is antonio langham,the other player is antonio langham,0.0,1.0,0.0019,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
they are the first to start the next round,they are the first to start the next round,0.0,1.0,0.0261,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
he earned extra money by renting a room in his house to a lodger,he earned extra money by renting a room in his house to a lodger,0.0,1.0,0.0217,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it starred all that cast members kenan thompson and kel mitchell,i started all that cast members canon thompson and kelnitchell,0.4545,0.5455,0.0005,0.2316,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
medieval madness was also included in the arcade game ultrapin,medieval madness was also included in the arcade game ultra pim,0.2,0.8,0.0008,0.6169,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
as soon as he saw me among the crowd he called to me to come down,as soon as he saw me among the crowd he called me to come down,0.0625,0.9375,0.0229,0.8812,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
christine valued her freedom and would never deny anyone that privilege,christine valued her freedom and would never deny anyone that privilege,0.0,1.0,0.0063,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
holloway is a relative of the english architect and scenic designer oliver percy bernard,holloway is a relative of the english architect and scenic designer oliver percy bernardt,0.0714,0.9286,0.003,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
curtis attended okemos high school at the same time as smallville s tom welling,curtis attended oakmores high school at the same time as maloyle s tom welling,0.1429,0.8571,0.0017,0.6859,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
do you know any silicon valley billionaires,do you know any silicon valley billionaires,0.0,1.0,0.0024,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
she could not sit still,she could not sit still,0.0,1.0,0.018,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it seemed so safe and tranquil,it seemed so safe and tranquil,0.0,1.0,0.0037,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the british continued to use the site as a hospital,the british continued to use the site as a hospital,0.0,1.0,0.0119,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
whether he represented winter or summer is not quite clear,whether he represented winter or summer is not quite clear,0.0,1.0,0.0043,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
loved it,loved it,0.0,1.0,0.002,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
he had a week long residency at the olympia theatre,i had a week long residency at the olympia theater,0.2,0.8,0.0054,0.9373,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
michael was involved in all three games,michael was involved in all three games,0.0,1.0,0.0063,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the novel contains autobiographical elements,the novel contains autobiographical elements,0.0,1.0,0.0025,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it could have been steel silver or platinum,it could have been steel silver or platinum,0.0,1.0,0.0034,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
what did your family have to say about it,what did your family have to say about it,0.0,1.0,0.0522,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
reading or not it s to you really,rating are not x to u really,0.625,0.375,0.0011,0.3855,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
meanwhile the king of naples returned home,meanwhile the king of naples returned home,0.0,1.0,0.0014,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
welcome to the party sandra,welcome to the party sandra,0.0,1.0,0.0018,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
i m so surprised to see you,i m so surprised to see you,0.0,1.0,0.0023,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
four giant packing sheds stored fresh packed potatoes and delivered them onto railroad cars,four giant peking shits stirred fresh packed potatoes and delivered them onto railroad cars,0.2143,0.7857,0.0008,0.6166,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
okara is sometimes spread on fields as a natural nitrogen fertilizer,okara is sometimes spread on fields as a natural nitrogen fertilizer,0.0,1.0,0.003,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
it has a white crescent above and behind its eye,it has a white crescent above and behind its eye,0.0,1.0,0.0087,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
they could no longer support the mir,they could no longer support the mirror,0.1429,0.8571,0.0064,0.9896,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
without the consent of the spirits no work in the fields may be undertaken,without the consent of the spirits no work in the field may be undertaken,0.0714,0.9286,0.0105,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
that sounds like their problem,that sounds like their problem,0.0,1.0,0.0031,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the affair received national media attention,the affair received national media attention,0.0,1.0,0.0055,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
he is also capable of firing lightning bolts with immense destructive power,he is also capable of firing lightning bolts with immense disruptive power,0.0833,0.9167,0.0085,0.4204,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
the conflict involved participants on both sides,the conflict involved participants on both sides,0.0,1.0,0.0033,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
boggle junior is a much simplified version intended for young children,boggle junior is a much simplified version intended for young children,0.0,1.0,0.0015,1.0,0,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
lazarus was born in queanbeyan new south wales,lazarus was born in quinnpeon new south wales,0.125,0.875,0.0017,0.9275,1,0.875,0.8782,0,0,0,rr_64pct,rr,64,none,none,0.0,0.0,none
