analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
81	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	117	base	full_noise_amp0.5_dur0.0	couldn t this have waited until morning	the city is located in the southern part of the city of korea	1.8571	-0.8571	1.0	0	1	0	0	couldn t this have waited until morning	the city is located in the southern part of the city of korea
82	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	118	base	full_noise_amp0.5_dur0.0	geils began playing jazz trumpet but eventually switched to blues guitar	their students learned their homework and learned their policy for the students to be happy	1.2727	-0.2727	1.0	0	1	0	0	geils began playing jazz trumpet but eventually switched to blues guitar	their students learned their homework and learned their policy for the students to be happy
83	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	119	base	full_noise_amp0.5_dur0.0	the collection of vehicles is listed below	the city is located in the southern part of the city of korea	1.5714	-0.5714	1.0	0	1	0	0	the collection of vehicles is listed below	the city is located in the southern part of the city of korea
84	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	120	base	full_noise_amp0.5_dur0.0	this leads to a break in the symmetry	the city is located in the central part of the city center of the city center	1.875	-0.875	1.0	0	3	2	1	this leads to a break in the symmetry	the city is located in the central part of the city center of the city center
85	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	121	base	full_noise_amp0.5_dur0.0	various ceremonies were performed for the purpose of removing this contagion	the city is located in the central part of the city center of the city center	1.2727	-0.2727	1.0	0	3	2	1	various ceremonies were performed for the purpose of removing this contagion	the city is located in the central part of the city center of the city center
86	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	122	base	full_noise_amp0.5_dur0.0	his most important work was in the field of transformations pioneered by sophus lie	he was the first to be named the chief of police in the country and the first to be named the chief of police in the country	1.7857	-0.7857	1.0	0	11	10	9	his most important work was in the field of transformations pioneered by sophus lie	he was the first to be named the chief of police in the country and the first to be named the chief of police in the country
87	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	123	base	full_noise_amp0.5_dur0.0	there is a small vicinity centres shopping complex in albion park	the city is located in the southern part of the city of korea	1.0909	-0.0909	1.0	0	1	0	0	there is a small vicinity centres shopping complex in albion park	the city is located in the southern part of the city of korea
88	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	125	base	full_noise_amp0.5_dur0.0	it seemed to him that it fell to earth about one hundred miles east of here	the city is located in the southern part of the city of korea	0.9375	0.0625	1.0	0	1	0	0	it seemed to him that it fell to earth about one hundred miles east of here	the city is located in the southern part of the city of korea
89	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	126	base	full_noise_amp0.5_dur0.0	the creeks refused	he is a king	1.3333	-0.3333	1.0	0	0	0	0	the creeks refused	he is a king
90	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	127	base	full_noise_amp0.5_dur0.0	as such it is face uniform but with irregular face polygons	the city is located in the central part of the city center	1.0909	-0.0909	1.0	0	1	0	0	as such it is face uniform but with irregular face polygons	the city is located in the central part of the city center
91	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	128	base	full_noise_amp0.5_dur0.0	he took the fourth part and handed it to the monk	the city is located in the central part of the city center of the city center	1.1818	-0.1818	1.0	0	3	2	1	he took the fourth part and handed it to the monk	the city is located in the central part of the city center of the city center
92	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	129	base	full_noise_amp0.5_dur0.0	he is a right handed batsman and a left arm slow bowler	the city is located in the southern part of the city of korea	1.0	0.0	1.0	0	1	0	0	he is a right handed batsman and a left arm slow bowler	the city is located in the southern part of the city of korea
93	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	130	base	full_noise_amp0.5_dur0.0	cador is also said to be of roman stock	he had already been a member of the band studio amazon	1.1111	-0.1111	0.7844	0	0	0	0	cador is also said to be of roman stock	he had already been a member of the band studio amazon
94	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	131	base	full_noise_amp0.5_dur0.0	where will you go	the city is located in the southern part of the city of korea	3.25	-2.25	1.0	1	1	0	0	where will you go	the city is located in the southern part of the city of korea
95	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	132	base	full_noise_amp0.5_dur0.0	get out of this	the city is located in the central part of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of	56.0	-55.0	1.0	1	4	4	4	get out of this	the city is located in the central part of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of the city center of
96	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	134	base	full_noise_amp0.5_dur0.0	only john wayne himself surpassed mcgrath in scenes in this movie	he ended up dead and died and has led the series to the future	1.2727	-0.2727	1.0	0	0	0	0	only john wayne himself surpassed mcgrath in scenes in this movie	he ended up dead and died and has led the series to the future
97	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	135	base	full_noise_amp0.5_dur0.0	vera schlink is a talented fund manager she works in vienna	the best way to select a train is to use the train	1.0909	-0.0909	1.0	0	0	0	0	vera schlink is a talented fund manager she works in vienna	the best way to select a train is to use the train
98	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	136	base	full_noise_amp0.5_dur0.0	an inland port is located south of minto station	the city is located in the central part of the city center of the city center	1.5556	-0.5556	1.0	0	3	2	1	an inland port is located south of minto station	the city is located in the central part of the city center of the city center
99	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	138	base	full_noise_amp0.5_dur0.0	the owner of the dwelling was not amused	he always said that he was going to be a good man	1.375	-0.375	1.0	0	0	0	0	the owner of the dwelling was not amused	he always said that he was going to be a good man
100	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	139	base	full_noise_amp0.5_dur0.0	all of this activity in milwaukee was in no way unique	all of the facilities and the building was built right in front of the museum	1.0	0.0	1.0	0	1	0	0	all of this activity in milwaukee was in no way unique	all of the facilities and the building was built right in front of the museum
101	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	140	base	full_noise_amp0.5_dur0.0	william barnes the poet also lived in sturminster newton	the first thing i did was to make a little bit of a hole in the middle of the wall	2.1111	-1.1111	1.0	0	0	0	0	william barnes the poet also lived in sturminster newton	the first thing i did was to make a little bit of a hole in the middle of the wall
102	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	141	base	full_noise_amp0.5_dur0.0	hertz s daughters never married and he has no descendants	their success was a result of their hard work and hard work	1.2	-0.2	1.0	0	1	0	0	hertz s daughters never married and he has no descendants	their success was a result of their hard work and hard work
103	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	142	base	full_noise_amp0.5_dur0.0	he was temporarily in charge of consular affairs as well	the city is located in the southern part of the city of korea	1.1	-0.1	1.0	0	1	0	0	he was temporarily in charge of consular affairs as well	the city is located in the southern part of the city of korea
104	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	144	base	full_noise_amp0.5_dur0.0	the city has a high desert climate that averages in january and in july	it is the second largest city in the world and the third largest city in the world	1.0714	-0.0714	1.0	0	4	3	2	the city has a high desert climate that averages in january and in july	it is the second largest city in the world and the third largest city in the world
105	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	145	base	full_noise_amp0.5_dur0.0	music is usually provided by michael martin murphey and his band	the city is located in the southern part of the city of korea	1.0909	-0.0909	1.0	0	1	0	0	music is usually provided by michael martin murphey and his band	the city is located in the southern part of the city of korea
106	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_base_full_noise_amp0.5_dur0.0.tsv	146	base	full_noise_amp0.5_dur0.0	i m so glad to see you	the city is located in the central part of the city center of the city center	2.2857	-1.2857	1.0	1	3	2	1	i m so glad to see you	the city is located in the central part of the city center of the city center
